State,Crime_Info,Value,Category,Crime,Metric,Year
Uttar Pradesh,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Uttarakhand,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
West Bengal,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
A&N Islands,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Chandigarh,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
D&N Haveli and Daman & Diu,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Delhi,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Jammu & Kashmir,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Ladakh,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Lakshadweep,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Puducherry,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)__R",0.0,"Offences against Public Tranquility_Offences promoting enmity between different groups_B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",,R,2021
Andhra Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,1405.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Arunachal Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Assam,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Bihar,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Chhattisgarh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,2.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Goa,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Gujarat,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,72.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Haryana,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,2027.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Himachal Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,7.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Jharkhand,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Karnataka,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,351.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Kerala,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,678.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Madhya Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,27.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Maharashtra,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,713.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Manipur,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Meghalaya,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Mizoram,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,2.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Nagaland,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Odisha,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,44.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Punjab,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,11.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Rajasthan,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,3.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Sikkim,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Tamil Nadu,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,224.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Telangana,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,226.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Tripura,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Uttar Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,2.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Uttarakhand,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
West Bengal,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
A&N Islands,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,1.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Chandigarh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,1.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
D&N Haveli and Daman & Diu,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Delhi,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,379.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Jammu & Kashmir,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,1.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Ladakh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Lakshadweep,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Puducherry,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___I,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,I,2021
Andhra Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,1496.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Arunachal Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Assam,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Bihar,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Chhattisgarh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,2.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Goa,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Gujarat,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,66.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Haryana,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,2027.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Himachal Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,7.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Jharkhand,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Karnataka,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,436.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Kerala,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,718.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Madhya Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,27.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Maharashtra,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,802.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Manipur,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Meghalaya,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Mizoram,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,3.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Nagaland,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Odisha,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,44.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Punjab,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,11.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Rajasthan,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,3.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Sikkim,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Tamil Nadu,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,295.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Telangana,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,273.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Tripura,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Uttar Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,2.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Uttarakhand,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
West Bengal,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
A&N Islands,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,1.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Chandigarh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,1.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
D&N Haveli and Daman & Diu,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Delhi,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,479.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Jammu & Kashmir,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,1.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Ladakh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Lakshadweep,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Puducherry,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___V,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,V,2021
Andhra Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,2.7,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Arunachal Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Assam,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Bihar,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Chhattisgarh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Goa,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Gujarat,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.1,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Haryana,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,6.8,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Himachal Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.1,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Jharkhand,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Karnataka,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.5,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Kerala,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,1.9,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Madhya Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Maharashtra,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.6,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Manipur,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Meghalaya,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Mizoram,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.2,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Nagaland,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Odisha,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.1,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Punjab,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Rajasthan,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Sikkim,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Tamil Nadu,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.3,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Telangana,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.6,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Tripura,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Uttar Pradesh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Uttarakhand,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
West Bengal,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
A&N Islands,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.2,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Chandigarh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.1,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
D&N Haveli and Daman & Diu,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Delhi,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,1.8,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Jammu & Kashmir,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Ladakh,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Lakshadweep,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Puducherry,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)___R,0.0,Offences against Public Tranquility_Affray (Sec.159 & 160 IPC)_,,R,2021
Andhra Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,5390.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Arunachal Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,313.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Assam,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,4697.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Bihar,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,25606.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Chhattisgarh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,4098.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Goa,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,167.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Gujarat,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,6141.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Haryana,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,18322.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Himachal Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,225.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Jharkhand,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,4971.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Karnataka,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,9815.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Kerala,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,1293.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Madhya Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,16308.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Maharashtra,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,27740.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Manipur,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,736.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Meghalaya,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,170.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Mizoram,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,175.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Nagaland,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,279.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Odisha,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,4420.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Punjab,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,4338.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Rajasthan,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,22175.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Sikkim,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,1.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Tamil Nadu,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,6718.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Telangana,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,6046.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Tripura,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,152.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Uttar Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,23044.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Uttarakhand,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,963.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
West Bengal,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,2765.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
A&N Islands,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,1.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Chandigarh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,458.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
D&N Haveli and Daman & Diu,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,32.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Delhi,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,37910.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Jammu & Kashmir,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,1100.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Ladakh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,2.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Lakshadweep,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,1.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
Puducherry,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__I,223.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,I,2021
