State,Crime_Info,Value,Category,Crime,Metric,Year
Punjab,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,180.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Rajasthan,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,96.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Sikkim,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,2.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Tamil Nadu,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,77.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Telangana,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,540.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Tripura,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,5.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Uttar Pradesh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,1492.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Uttarakhand,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,42.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
West Bengal,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,276.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
A&N Islands,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,3.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Chandigarh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,1.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
D&N Haveli and Daman & Diu,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,1.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Delhi,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,68.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Jammu & Kashmir,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,30.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Ladakh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,2.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Lakshadweep,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,0.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Puducherry,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___V,0.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,V,2021
Andhra Pradesh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Arunachal Pradesh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Assam,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.3,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Bihar,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Chhattisgarh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Goa,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Gujarat,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Haryana,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Himachal Pradesh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Jharkhand,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Karnataka,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Kerala,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Madhya Pradesh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Maharashtra,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Manipur,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.3,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Meghalaya,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.3,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Mizoram,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.7,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Nagaland,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Odisha,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Punjab,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.6,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Rajasthan,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Sikkim,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.3,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Tamil Nadu,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Telangana,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,1.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Tripura,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Uttar Pradesh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.6,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Uttarakhand,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.4,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
West Bengal,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.3,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
A&N Islands,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.7,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Chandigarh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
D&N Haveli and Daman & Diu,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.1,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Delhi,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.3,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Jammu & Kashmir,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.2,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Ladakh,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.7,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Lakshadweep,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Puducherry,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)___R,0.0,Offences affecting the Human Body_Culpable Homicide not Amounting to Murder (Sec. 304 IPC)_,,R,2021
Andhra Pradesh,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,739.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Arunachal Pradesh,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,40.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Assam,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1475.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Bihar,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1039.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Chhattisgarh,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1777.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Goa,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,23.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Gujarat,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1119.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Haryana,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,631.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Himachal Pradesh,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,65.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Jharkhand,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1533.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Karnataka,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1093.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Kerala,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,158.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Madhya Pradesh,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,7471.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Maharashtra,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,3205.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Manipur,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,61.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Meghalaya,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,18.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Mizoram,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,12.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Nagaland,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,10.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Odisha,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,944.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Punjab,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1264.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Rajasthan,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,2454.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Sikkim,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,2.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Tamil Nadu,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1132.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Telangana,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,1290.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Tripura,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,76.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
Uttar Pradesh,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents_A) Hit and Run_I,14510.0,Offences affecting the Human Body_Causing Death by Negligence_Deaths due to Negligence relating to Road Accidents,A) Hit and Run,I,2021
